,Hydropower,Environment,Recession,Sugar,Cotton
1989-07-10,3983000000.0,3260000000.0,2924000000.0,2995000000.0,3010000000.0
1989-07-11,4020000000.0,3261000000.0,2960000000.0,3012000000.0,3031000000.0
1989-07-12,4062000000.0,3267000000.0,2945000000.0,3033000000.0,3058000000.0
1989-07-13,4110000000.0,3276000000.0,2932000000.0,3059000000.0,3089000000.0
1989-07-14,4149000000.0,3276000000.0,2946000000.0,3077000000.0,3112000000.0
1989-07-15,4180000000.0,3267000000.0,2921000000.0,3086000000.0,3127000000.0
1989-07-16,4206000000.0,3253000000.0,2954000000.0,3090000000.0,3136000000.0
1989-07-17,4231000000.0,3236000000.0,2921000000.0,3093000000.0,3144000000.0
1989-07-18,4251000000.0,3213000000.0,2948000000.0,3090000000.0,3146000000.0
1989-07-19,4271000000.0,3190000000.0,2921000000.0,3087000000.0,3149000000.0
1989-07-20,4290000000.0,3165000000.0,2947000000.0,3083000000.0,3149000000.0
1989-07-21,4310000000.0,3140000000.0,2921000000.0,3079000000.0,3150000000.0
1989-07-22,4330000000.0,3114000000.0,2949000000.0,3075000000.0,3152000000.0
1989-07-23,4351000000.0,3089000000.0,2921000000.0,3072000000.0,3153000000.0
1989-07-24,4372000000.0,3064000000.0,2950000000.0,3069000000.0,3155000000.0
1989-07-25,4399000000.0,3043000000.0,2921000000.0,3071000000.0,3162000000.0
1989-07-26,4429000000.0,3025000000.0,2959000000.0,3077000000.0,3172000000.0
1989-07-27,4482000000.0,3029000000.0,2934000000.0,3105000000.0,3203000000.0
1989-07-28,4585000000.0,3082000000.0,3005000000.0,3182000000.0,3284000000.0
1989-07-29,4688000000.0,3133000000.0,3027000000.0,3259000000.0,3365000000.0
1989-07-30,4781000000.0,3172000000.0,3039000000.0,3325000000.0,3434000000.0
1989-07-31,4859000000.0,3195000000.0,3036000000.0,3375000000.0,3487000000.0
1989-08-01,4925000000.0,3204000000.0,3022000000.0,3413000000.0,3527000000.0
1989-08-02,4996000000.0,3217000000.0,3012000000.0,3455000000.0,3572000000.0
1989-08-03,5076000000.0,3239000000.0,3011000000.0,3506000000.0,3624000000.0
1989-08-04,5152000000.0,3255000000.0,3006000000.0,3553000000.0,3672000000.0
1989-08-05,5219000000.0,3261000000.0,2992000000.0,3589000000.0,3708000000.0
1989-08-06,5276000000.0,3257000000.0,2969000000.0,3616000000.0,3735000000.0
1989-08-07,5325000000.0,3244000000.0,2937000000.0,3634000000.0,3753000000.0
1989-08-08,5367000000.0,3223000000.0,2938000000.0,3644000000.0,3762000000.0
1989-08-09,5409000000.0,3201000000.0,2935000000.0,3655000000.0,3770000000.0
1989-08-10,5462000000.0,3191000000.0,2953000000.0,3676000000.0,3789000000.0
1989-08-11,5516000000.0,3182000000.0,2926000000.0,3699000000.0,3808000000.0
1989-08-12,5566000000.0,3167000000.0,2968000000.0,3716000000.0,3821000000.0
1989-08-13,5612000000.0,3149000000.0,2934000000.0,3730000000.0,3831000000.0
1989-08-14,5655000000.0,3127000000.0,2945000000.0,3741000000.0,3835000000.0
1989-08-15,5716000000.0,3123000000.0,2939000000.0,3769000000.0,3857000000.0
1989-08-16,5800000000.0,3141000000.0,2975000000.0,3819000000.0,3900000000.0
1989-08-17,5882000000.0,3157000000.0,2976000000.0,3867000000.0,3940000000.0
1989-08-18,5956000000.0,3165000000.0,2969000000.0,3908000000.0,3971000000.0
1989-08-19,6020000000.0,3161000000.0,2952000000.0,3936000000.0,3989000000.0
1989-08-20,6074000000.0,3148000000.0,2926000000.0,3956000000.0,3998000000.0
1989-08-21,6138000000.0,3145000000.0,2983000000.0,3985000000.0,4014000000.0
1989-08-22,6211000000.0,3150000000.0,2975000000.0,4022000000.0,4038000000.0
1989-08-23,6283000000.0,3154000000.0,2966000000.0,4058000000.0,4059000000.0
1989-08-24,6357000000.0,3160000000.0,2958000000.0,4096000000.0,4081000000.0
1989-08-25,6435000000.0,3171000000.0,2956000000.0,4139000000.0,4106000000.0
1989-08-26,6510000000.0,3179000000.0,2950000000.0,4178000000.0,4127000000.0
1989-08-27,6577000000.0,3178000000.0,2936000000.0,4208000000.0,4137000000.0
1989-08-28,6636000000.0,3171000000.0,2958000000.0,4231000000.0,4138000000.0
1989-08-29,6704000000.0,3173000000.0,2946000000.0,4264000000.0,4148000000.0
1989-08-30,6775000000.0,3177000000.0,2948000000.0,4298000000.0,4158000000.0
1989-08-31,6882000000.0,3217000000.0,2978000000.0,4368000000.0,4203000000.0
1989-09-01,6992000000.0,3261000000.0,3007000000.0,4441000000.0,4249000000.0
1989-09-02,7097000000.0,3301000000.0,3032000000.0,4509000000.0,4289000000.0
1989-09-03,7197000000.0,3334000000.0,3051000000.0,4571000000.0,4321000000.0
1989-09-04,7284000000.0,3355000000.0,3057000000.0,4620000000.0,4338000000.0
1989-09-05,7365000000.0,3370000000.0,3058000000.0,4663000000.0,4347000000.0
1989-09-06,7440000000.0,3379000000.0,3051000000.0,4699000000.0,4349000000.0
1989-09-07,7533000000.0,3407000000.0,3064000000.0,4754000000.0,4367000000.0
1989-09-08,7627000000.0,3436000000.0,3076000000.0,4809000000.0,4383000000.0
1989-09-09,7710000000.0,3455000000.0,3078000000.0,4853000000.0,4386000000.0
1989-09-10,7783000000.0,3465000000.0,3071000000.0,4887000000.0,4379000000.0
1989-09-11,7844000000.0,3463000000.0,3051000000.0,4909000000.0,4359000000.0
1989-09-12,7895000000.0,3453000000.0,3021000000.0,4922000000.0,4329000000.0
1989-09-13,7939000000.0,3436000000.0,2984000000.0,4928000000.0,4292000000.0
1989-09-14,7986000000.0,3424000000.0,2951000000.0,4937000000.0,4259000000.0
1989-09-15,8036000000.0,3416000000.0,2921000000.0,4950000000.0,4228000000.0
1989-09-16,8082000000.0,3405000000.0,2975000000.0,4959000000.0,4193000000.0
1989-09-17,8127000000.0,3393000000.0,2939000000.0,4967000000.0,4157000000.0
1989-09-18,8169000000.0,3380000000.0,2934000000.0,4973000000.0,4118000000.0
1989-09-19,8209000000.0,3366000000.0,2943000000.0,4977000000.0,4077000000.0
1989-09-20,8249000000.0,3352000000.0,2923000000.0,4981000000.0,4036000000.0
1989-09-21,8284000000.0,3334000000.0,2960000000.0,4980000000.0,3990000000.0
1989-09-22,8324000000.0,3323000000.0,2921000000.0,4986000000.0,3950000000.0
1989-09-23,8362000000.0,3311000000.0,2967000000.0,4989000000.0,3907000000.0
1989-09-24,8396000000.0,3296000000.0,2921000000.0,4988000000.0,3860000000.0
1989-09-25,8426000000.0,3278000000.0,2959000000.0,4984000000.0,3809000000.0
1989-09-26,8458000000.0,3262000000.0,2921000000.0,4982000000.0,3760000000.0
1989-09-27,8505000000.0,3263000000.0,2976000000.0,4996000000.0,3726000000.0
1989-09-28,8557000000.0,3269000000.0,2946000000.0,5014000000.0,3697000000.0
1989-09-29,8603000000.0,3271000000.0,2924000000.0,5027000000.0,3663000000.0
1989-09-30,8642000000.0,3267000000.0,2963000000.0,5033000000.0,3621000000.0
1989-10-01,8676000000.0,3258000000.0,2921000000.0,5035000000.0,3574000000.0
1989-10-02,8706000000.0,3246000000.0,2958000000.0,5032000000.0,3523000000.0
1989-10-03,8732000000.0,3232000000.0,2921000000.0,5027000000.0,3468000000.0
1989-10-04,8754000000.0,3215000000.0,2950000000.0,5017000000.0,3409000000.0
1989-10-05,8773000000.0,3195000000.0,2921000000.0,5005000000.0,3347000000.0
1989-10-06,8789000000.0,3174000000.0,2945000000.0,4991000000.0,3283000000.0
1989-10-07,8803000000.0,3152000000.0,2921000000.0,4975000000.0,3216000000.0
1989-10-08,8816000000.0,3130000000.0,2941000000.0,4959000000.0,3148000000.0
1989-10-09,8827000000.0,3107000000.0,2921000000.0,4941000000.0,3078000000.0
1989-10-10,8836000000.0,3084000000.0,2938000000.0,4922000000.0,3007000000.0
1989-10-11,8845000000.0,3061000000.0,2921000000.0,4903000000.0,2935000000.0
1989-10-12,8853000000.0,3038000000.0,2936000000.0,4884000000.0,2921000000.0
1989-10-13,8862000000.0,3018000000.0,2921000000.0,4866000000.0,2938000000.0
1989-10-14,8871000000.0,2999000000.0,2938000000.0,4849000000.0,2921000000.0
1989-10-15,8880000000.0,2980000000.0,2921000000.0,4832000000.0,2937000000.0
1989-10-16,8888000000.0,2962000000.0,2936000000.0,4814000000.0,2921000000.0
1989-10-17,8898000000.0,2947000000.0,2921000000.0,4800000000.0,2939000000.0
1989-10-18,8912000000.0,2936000000.0,2943000000.0,4789000000.0,2921000000.0
1989-10-19,8965000000.0,2965000000.0,2948000000.0,4818000000.0,2981000000.0
1989-10-20,9051000000.0,3028000000.0,2987000000.0,4880000000.0,2990000000.0
1989-10-21,9136000000.0,3090000000.0,3025000000.0,4941000000.0,2997000000.0
1989-10-22,9208000000.0,3140000000.0,3050000000.0,4988000000.0,2990000000.0
1989-10-23,9266000000.0,3177000000.0,3062000000.0,5022000000.0,2969000000.0
1989-10-24,9312000000.0,3203000000.0,3063000000.0,5045000000.0,2936000000.0
1989-10-25,9351000000.0,3221000000.0,3057000000.0,5060000000.0,2936000000.0
1989-10-26,9383000000.0,3234000000.0,3045000000.0,5069000000.0,2930000000.0
1989-10-27,9409000000.0,3242000000.0,3030000000.0,5073000000.0,2938000000.0
1989-10-28,9432000000.0,3247000000.0,3011000000.0,5073000000.0,2921000000.0
1989-10-29,9451000000.0,3249000000.0,2991000000.0,5071000000.0,2948000000.0
1989-10-30,9468000000.0,3250000000.0,2970000000.0,5066000000.0,2921000000.0
1989-10-31,9483000000.0,3249000000.0,2948000000.0,5060000000.0,2943000000.0
1989-11-01,9497000000.0,3248000000.0,2926000000.0,5052000000.0,2921000000.0
1989-11-02,9509000000.0,3246000000.0,2932000000.0,5044000000.0,2941000000.0
1989-11-03,9520000000.0,3243000000.0,2921000000.0,5035000000.0,2921000000.0
1989-11-04,9529000000.0,3240000000.0,2938000000.0,5024000000.0,2938000000.0
1989-11-05,9537000000.0,3236000000.0,2921000000.0,5013000000.0,2921000000.0
1989-11-06,9545000000.0,3233000000.0,2936000000.0,5002000000.0,2936000000.0
1989-11-07,9552000000.0,3229000000.0,2921000000.0,4991000000.0,2921000000.0
1989-11-08,9559000000.0,3226000000.0,2935000000.0,4979000000.0,2935000000.0
1989-11-09,9565000000.0,3222000000.0,2921000000.0,4967000000.0,2921000000.0
1989-11-10,9570000000.0,3219000000.0,2934000000.0,4954000000.0,2934000000.0
1989-11-11,9575000000.0,3215000000.0,2921000000.0,4942000000.0,2921000000.0
1989-11-12,9579000000.0,3212000000.0,2933000000.0,4929000000.0,2933000000.0
1989-11-13,9584000000.0,3209000000.0,2921000000.0,4917000000.0,2921000000.0
1989-11-14,9587000000.0,3206000000.0,2932000000.0,4904000000.0,2932000000.0
1989-11-15,9591000000.0,3203000000.0,2921000000.0,4891000000.0,2921000000.0
1989-11-16,9594000000.0,3201000000.0,2932000000.0,4878000000.0,2932000000.0
1989-11-17,9597000000.0,3198000000.0,2921000000.0,4866000000.0,2921000000.0
1989-11-18,9602000000.0,3199000000.0,2934000000.0,4856000000.0,2934000000.0
1989-11-19,9604000000.0,3196000000.0,2921000000.0,4842000000.0,2921000000.0
1989-11-20,9603000000.0,3192000000.0,2928000000.0,4827000000.0,2928000000.0
1989-11-21,9600000000.0,3185000000.0,2921000000.0,4809000000.0,2921000000.0
1989-11-22,9596000000.0,3178000000.0,2924000000.0,4790000000.0,2924000000.0
1989-11-23,9591000000.0,3170000000.0,2921000000.0,4771000000.0,2921000000.0
1989-11-24,9586000000.0,3162000000.0,2923000000.0,4751000000.0,2923000000.0
1989-11-25,9583000000.0,3156000000.0,2921000000.0,4734000000.0,2921000000.0
1989-11-26,9580000000.0,3151000000.0,2925000000.0,4717000000.0,2925000000.0
1989-11-27,9575000000.0,3146000000.0,2921000000.0,4699000000.0,2921000000.0
1989-11-28,9571000000.0,3140000000.0,2924000000.0,4681000000.0,2924000000.0
